Title,Date,Category,Link
Paxton’s Medicaid Fraud Control Unit Charges Houston Couple With $8.7 Million Fraud Scheme,2023-04-13,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/streamwood-behavioral-health-hospital-agreed-to-pay-180000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-individuals-excluded-from-illinois-medicaid/
San Jose Group Homes Owner Sentenced To A Year In Prison For Scheme To Divert Foster Care Funds,2023-04-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/arkansas-doctor-sentenced-to-more-than-eight-years-in-federal-prison-for-accepting-kickbacks-defrauding-tricare-and-failed-attempts-to-obstruct-investigation/
Doctor Charged For Unlawfully Distributing Opioids,2023-04-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rgv-area-home-health-care-company-owner-sent-to-prison/
"Physician And Clinic Office Manager Convicted Of Unlawfully Distributing Over 600,000 Opioid Pills",2023-04-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/paxtons-medicaid-fraud-control-unit-charges-houston-couple-with-87-million-fraud-scheme/
"Regents of the University of California Agreed to Pay $136,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-04-12,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/san-jose-group-homes-owner-sentenced-to-a-year-in-prison-for-scheme-to-divert-foster-care-funds/
"Tampa General Hospital Agreed to Pay $136,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by Unlicensed Individuals",2023-04-12,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/doctor-charged-for-unlawfully-distributing-opioids/
"Paxton’s Office Investigates And Successfully Prosecutes Woman Who Attempted To Defraud Medicaid Of Over $615,000",2023-04-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/physician-and-clinic-office-manager-convicted-of-unlawfully-distributing-over-600000-opioid-pills/
Former Emergency Department Nurse Sentenced To 3 Years After Stealing Pain Medication And Injecting Patients With Saline,2023-04-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/regents-of-the-university-of-california-agreed-to-pay-136000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Carolyn Smith, MD Agreed to Be Excluded for 10 Years for Causing Claims to Be Submitted for Medically Unnecessary Inpatient Rehabilitation Facility Services",2023-04-11,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/tampa-general-hospital-agreed-to-pay-136000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-unlicensed-individuals/
South Florida Marketer Sentenced To Prison Term For Buying And Selling Over 2.6 Million Medicare Beneficiary Identification Numbers,2023-04-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/paxtons-office-investigates-and-successfully-prosecutes-woman-who-attempted-to-defraud-medicaid-of-over-615000/
Richmond Man Convicted For Making Illegal Referrals,2023-04-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-emergency-department-nurse-sentenced-to-3-years-after-stealing-pain-medication-and-injecting-patients-with-saline/
"Attorney General Josh Stein Announces $226,000 Medicare And Medicaid Settlement With An Indian Trail Pharmacy",2023-04-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carolyn-smith-md-agreed-to-be-excluded-for-10-years-for-causing-claims-to-be-submitted-for-medically-unnecessary-inpatient-rehabilitation-facility-services/
Santa Rosa Doctor Sentenced To Two-And-A-Half Years In Prison For Unlawfully Prescribing Controlled Substances,2023-04-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/south-florida-marketer-sentenced-to-prison-term-for-buying-and-selling-over-26-million-medicare-beneficiary-identification-numbers/
East St. Louis Doctor Pleads Guilty To Health Care Fraud,2023-04-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/richmond-man-convicted-for-making-illegal-referrals/
North Carolina Pharmacy Agrees To Resolve False Claims Act Allegations,2023-04-07,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-226000-medicare-and-medicaid-settlement-with-an-indian-trail-pharmacy/
Former Hospice Care Owner Convicted Of Defrauding Medicare,2023-04-06,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/santa-rosa-doctor-sentenced-to-two-and-a-half-years-in-prison-for-unlawfully-prescribing-controlled-substances/
"Three Former Executives For Magellan Diagnostics Charged With Conspiracy, Wire Fraud And FDA Violations",2023-04-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/
Nurse Practitioner Sentenced In Twelve Million Dollar Health Care Fraud Scheme,2023-04-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/about/
Pharmacist Pleads Guilty To Medicare Fraud Scheme,2023-04-05,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
"Personal Care Services Provider Arrested For Submitting Forged Doctors’ Referrals And Fraudulently Billing Medicaid Nearly $400,000",2023-04-05,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/three-former-executives-for-magellan-diagnostics-charged-with-conspiracy-wire-fraud-and-fda-violations/
AG Henry Charges Berks County Home Care Agency And Its Owner For $488k Medicaid Fraud Scheme,2023-04-05,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/nurse-practitioner-sentenced-in-twelve-million-dollar-health-care-fraud-scheme/
"Guardian EMS Agreed to Pay $362,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Covered by the SNF Consolidated Billing Payment",2023-04-04,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/pharmacist-pleads-guilty-to-medicare-fraud-scheme/
Former Baton Rouge Doctor Convicted Of Distributing Controlled Substances Sentenced To 180 Months In Federal Prison,2023-04-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/personal-care-services-provider-arrested-for-submitting-forged-doctors-referrals-and-fraudulently-billing-medicaid-nearly-400000/
Texas Laboratory Agrees To Pay $5.9 Million To Settle Allegations Of Kickbacks To Third Party Marketers And Unnecessary Drug Tests,2023-04-04,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/ag-henry-charges-berks-county-home-care-agency-and-its-owner-for-488k-medicaid-fraud-scheme/
Dr. Ramin Mostafavi and R Mostafavi MD Ophthalmologist Agreed to Pay $1.5 Million for Allegedly Violating the Civil Monetary Penalties Law by Billing for Services Not Supported by the Record and Billing for Services Not Rendered,2023-04-04,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/guardian-ems-agreed-to-pay-362000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-covered-by-the-snf-consolidated-billing-payment/
"Palo Alto Medical Foundation Agreed to Pay $432,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Rendered by Unqualified Individuals",2023-04-04,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/former-baton-rouge-doctor-convicted-of-distributing-controlled-substances-sentenced-to-180-months-in-federal-prison/
"AG Moody Secures More Than $600,000 For Florida Medicaid Following Multistate Investigation Into Cochlear Implant Manufacturer",2023-04-04,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/texas-laboratory-agrees-to-pay-59-million-to-settle-allegations-of-kickbacks-to-third-party-marketers-and-unnecessary-drug-tests/
Department Of Justice Applies More Than Five Million Dollars From Forfeited Property To Reimburse Fraud Loss Of The North Carolina Medicaid Program,2023-04-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dr-ramin-mostafavi-and-r-mostafavi-md-ophthalmologist-agreed-to-pay-15-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-billing-for-services-not-supported-by-the-record-and-billing-for-services-not-rendered/
Man Pleads Guilty To $3.1M Medicare Fraud Scheme,2023-04-03,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/palo-alto-medical-foundation-agreed-to-pay-432000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-rendered-by-unqualified-individuals/
"Supervalu Pharmacies Agreed to Pay $105,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-03-31,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/ag-moody-secures-more-than-600000-for-florida-medicaid-following-multistate-investigation-into-cochlear-implant-manufacturer/
"Attorney General Alan Wilson Announces Arrest Of Charleston Woman For Medicaid Fraud, Forgery",2023-03-31,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/department-of-justice-applies-more-than-five-million-dollars-from-forfeited-property-to-reimburse-fraud-loss-of-the-north-carolina-medicaid-program/
Attorney General Alan Wilson Announces Orangeburg Woman Pleads Guilty To Exploiting Vulnerable Adult,2023-03-31,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/man-pleads-guilty-to-31m-medicare-fraud-scheme/
"Raleigh Man Sentenced For Healthcare Fraud, Wire Fraud, And Identity Theft From Elderly And Disabled Medicare Beneficiaries",2023-03-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/supervalu-pharmacies-agreed-to-pay-105000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Diabetes Blood Test Distributor GlycoMark Agrees To Pay $195,000 To Settle False Claims Act Allegations",2023-03-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-arrest-of-charleston-woman-for-medicaid-fraud-forgery/
Florida Man Sentenced To Nine Years In Federal Prison For His Role In International Health Care Fraud Scheme,2023-03-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-orangeburg-woman-pleads-guilty-to-exploiting-vulnerable-adult/
"Kentuckiana Physician and Nurse Practitioner Sentenced for Conspiracy to Distribute Controlled Substances, Conspiracy to Commit Health Care Fraud, Health Care Fraud, and Conspiracy to Commit Money Laundering",2023-03-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/raleigh-man-sentenced-for-healthcare-fraud-wire-fraud-and-identity-theft-from-elderly-and-disabled-medicare-beneficiaries/
California Pharmacist Agrees To Settle Allegations Of Fraud,2023-03-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/
Covenant Healthcare System And Physicians Pay Over $69 Million To Resolve False Claims Act Allegations Related To Improper Financial Relationships,2023-03-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/about/
"Former Celina Physician Found Guilty Of Health Care Fraud, Violations Of The Controlled Substances Act, And Obstruction Of Justice",2023-03-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/civil-monetary-penalty-authorities/
Leader Of $8 Million Medicaid Fraud Scheme Sentenced To 95 Months In Prison,2023-03-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/california-pharmacist-agrees-to-settle-allegations-of-fraud/
"Group Home Manager Arrested For More Than $20,000 Medicaid Fraud",2023-03-29,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/covenant-healthcare-system-and-physicians-pay-over-69-million-to-resolve-false-claims-act-allegations-related-to-improper-financial-relationships/
Springfield Home Health Aide Pleads Guilty To Abusing Elderly Patient,2023-03-29,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-celina-physician-found-guilty-of-health-care-fraud-violations-of-the-controlled-substances-act-and-obstruction-of-justice/
Utah Lab Owner Admits $89 Million Health Care Fraud Kickback Scheme Involving Cancer Genetic Screening Tests,2023-03-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/leader-of-8-million-medicaid-fraud-scheme-sentenced-to-95-months-in-prison/
"Mother-Son Duo Arrested For Defrauding Medicaid Out Of More Than $300,000 By Providing Patient Kickbacks To Attend Rehab Sessions",2023-03-28,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/group-home-manager-arrested-for-more-than-20000-medicaid-fraud/
Philips Subsidiary To Pay Over $24 Million To Settle False Claims Allegations,2023-03-28,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/springfield-home-health-aide-pleads-guilty-to-abusing-elderly-patient/
AG Henry Charges Two Nurses With Neglect After Resident Died At Dauphin County Facility,2023-03-28,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/utah-lab-owner-admits-89-million-health-care-fraud-kickback-scheme-involving-cancer-genetic-screening-tests/
Two Nurses Sent To Prison For Illegal Kickback Scheme,2023-03-27,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mother-son-duo-arrested-for-defrauding-medicaid-out-of-more-than-300000-by-providing-patient-kickbacks-to-attend-rehab-sessions/
"Orion Homes Agreed to Pay $96,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2023-03-27,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/philips-subsidiary-to-pay-over-24-million-to-settle-false-claims-allegations/
Memphis Woman Indicted Following TennCare Fraud Investigation,2023-03-27,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-henry-charges-two-nurses-with-neglect-after-resident-died-at-dauphin-county-facility/
Mequon Man Sentenced To 18 Months’ Imprisonment For Paying Healthcare Kickbacks,2023-03-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-nurses-sent-to-prison-for-illegal-kickback-scheme/
Husband And Wife Charged In Multi-Million Dollar Home Health Fraud,2023-03-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/orion-homes-agreed-to-pay-96000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Justice Department Announces Arrest of the Founder of One of the World’s Largest Hacker Forums and Disruption of Forum’s Operation,2023-03-24,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/memphis-woman-indicted-following-tenncare-fraud-investigation/
Former Florida Resident Charged In $101 Million Health Care Kickback Scheme,2023-03-23,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mequon-man-sentenced-to-18-months-imprisonment-for-paying-healthcare-kickbacks/
