Title,Date,Category,Link,Agency
"Okefenokee EMS Agreed to Pay $311,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Covered by the SNF Consolidated Billing Payment",2021-04-30,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/okefenokee-ems-agreed-to-pay-311000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-covered-by-the-snf-consolidated-billing-payment/,N/A
"Wilson Asfora, MD, Medical Designs, and Sicage Agreed to Be Excluded for 6 Years for Improper Remuneration to Induce the Use of Certain Medical Devices",2021-04-30,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/wilson-asfora-md-medical-designs-and-sicage-agreed-to-be-excluded-for-6-years-for-improper-remuneration-to-induce-the-use-of-certain-medical-devices/,N/A
"Miami-Based CareCloud Health, Inc. Agrees to Pay $3.8 Million to Resolve Allegations that it Paid Illegal Kickbacks",2021-04-30,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/miami-based-carecloud-health-inc-agrees-to-pay-38-million-to-resolve-allegations-that-it-paid-illegal-kickbacks/,"U.S. Attorney’s Office, Southern District of Florida"
Three Ascension Texas Hospitals Agreed to Pay $20.9 Million for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to Physician Groups Inconsistent with Fair Market Value Services,2021-04-30,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/three-ascension-texas-hospitals-agreed-to-pay-209-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-to-physician-groups-inconsistent-with-fair-market-value-services/,N/A
"Westchester Anesthesiologists, PC and MEDNAX Services Agreed to Pay $550,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims that Misidentified Rendering Providers",2021-04-30,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/westchester-anesthesiologists-pc-and-mednax-services-agreed-to-pay-550000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-that-misidentified-rendering-providers/,N/A
Attorney General Moody Secures $300 Million Following Investigation into Improper Marketing and Sale of Suboxone,2021-04-30,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-secures-300-million-following-investigation-into-improper-marketing-and-sale-of-suboxone/,Florida Attorney General
Over $3.6M In Suboxone Settlement Funding Headed To Louisiana,2021-04-30,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/over-36m-in-suboxone-settlement-funding-headed-to-louisiana/,Louisiana Attorney General
Attorney General Frosh Announces $300 Million Settlement with Drug Distributor to Settle Allegations of Improper Marketing and Sale of Suboxone,2021-04-30,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-frosh-announces-300-million-settlement-with-drug-distributor-to-settle-allegations-of-improper-marketing-and-sale-of-suboxone/,Maryland Attorney General
Multiple Defendants Sentenced in a Major Compounding Pharmacy Fraud Conspiracy,2021-04-29,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/multiple-defendants-sentenced-in-a-major-compounding-pharmacy-fraud-conspiracy/,"U.S. Attorney’s Office, Northern District of Alabama"
"OSF Home Medical Equipment Agreed to Pay $137,000 for Allegedly Violating the Civil Monetary Penalties Law by Falsifying Medical Records",2021-04-29,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/osf-home-medical-equipment-agreed-to-pay-137000-for-allegedly-violating-the-civil-monetary-penalties-law-by-falsifying-medical-records/,N/A
Michael Maggiacomo and Tina Allen Indicted for Medicaid Fraud,2021-04-29,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/michael-maggiacomo-and-tina-allen-indicted-for-medicaid-fraud/,New Hampshire Attorney General
"Attorney General Josh Stein Announces $300,000 “Operation You’ve Got Nerve” Settlement",2021-04-29,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-300000-operation-youve-got-nerve-settlement/,North Carolina Attorney General
"Bay Pharmacokinetic Associates, Dr. Daniel Deana, Dr. Cynthia Greathouse, and Dr. David Weinrach Agreed to Pay $1 Million for Allegedly Violating the Civil Monetary Penalties Law by Submitting False Claims Associated with Pathology Consultations",2021-04-28,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/bay-pharmacokinetic-associates-dr-daniel-deana-dr-cynthia-greathouse-and-dr-david-weinrach-agreed-to-pay-1-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-false-claims-associated-with-pathology-consultations/,N/A
Richard DeFoore Agreed to Be Excluded for 3 Years for Arranging with Laboratories to Pay Kickbacks to Physicians,2021-04-28,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/richard-defoore-agreed-to-be-excluded-for-3-years-for-arranging-with-laboratories-to-pay-kickbacks-to-physicians/,N/A
Owner of Child Autism Services Agency Pleads Guilty to Health Care Fraud,2021-04-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-child-autism-services-agency-pleads-guilty-to-health-care-fraud/,District of Connecticut
"Fayetteville, North Carolina Physician Agrees to Pay $300,000.00 to Resolve Allegedly Fraudulent Medicare and Medicaid Claims Involving Autonomic Nervous System Tests",2021-04-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/fayetteville-north-carolina-physician-agrees-to-pay-30000000-to-resolve-allegedly-fraudulent-medicare-and-medicaid-claims-involving-autonomic-nervous-system-tests/,Eastern District of North Carolina
Two Inglewood Women Get Prison Sentences for Health Care Fraud and Fraudulently Billing Medi-Cal for Substance Abuse Counseling,2021-04-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-inglewood-women-get-prison-sentences-for-health-care-fraud-and-fraudulently-billing-medi-cal-for-substance-abuse-counseling/,"U.S. Attorney’s Office, Central District of California"
Mississippi Man Indicted for Wire Fraud and Health Care Fraud,2021-04-28,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/mississippi-man-indicted-for-wire-fraud-and-health-care-fraud/,"U.S. Attorney’s Office, Northern District of Alabama"
"Quest Diagnostics Incorporated Agreed to Pay $50,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration in the Form of Holiday Party Expenses",2021-04-28,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/quest-diagnostics-incorporated-agreed-to-pay-50000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-in-the-form-of-holiday-party-expenses/,N/A
"Allergy & Asthma Associates Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2021-04-26,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/allergy-asthma-associates-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/,N/A
"Dr. Kenneth J. Patterson and Kenneth Patterson, DDS, LLC Agreed to Pay $310,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting False Claims for Dental Services",2021-04-26,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/dr-kenneth-j-patterson-and-kenneth-patterson-dds-llc-agreed-to-pay-310000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-false-claims-for-dental-services/,N/A
"Old Town Pharmacy Owner and Pharmacy Technician Indicted on 34 Counts Related to Medicaid Fraud, Forgery, Identity Theft",2021-04-26,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/old-town-pharmacy-owner-and-pharmacy-technician-indicted-on-34-counts-related-to-medicaid-fraud-forgery-identity-theft/,Missouri Attorney General
Florida Nurse Arrested for Exploiting a Senior,2021-04-23,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/florida-nurse-arrested-for-exploiting-a-senior/,Florida Attorney General
"Five People Charged, Two Others Admit Guilt, in $93 Million Health Care Fraud Scheme",2021-04-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/five-people-charged-two-others-admit-guilt-in-93-million-health-care-fraud-scheme/,"U.S. Attorney’s Office, District of New Jersey"
Gloucester Man Admits Trafficking Prescription Pills and Engaging in SNAP Fraud,2021-04-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/gloucester-man-admits-trafficking-prescription-pills-and-engaging-in-snap-fraud/,"U.S. Attorney’s Office, District of New Jersey"
Sacramento Area Home Health Care and Hospice Agencies Owner Pleads Guilty to Conspiring to Defraud Medicare,2021-04-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sacramento-area-home-health-care-and-hospice-agencies-owner-pleads-guilty-to-conspiring-to-defraud-medicare/,"U.S. Attorney’s Office, Eastern District of California"
Las Vegas Businessman Pleads Guilty to His Role in $13 Million Fraud Upon North Carolina Medicaid Program,2021-04-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/las-vegas-businessman-pleads-guilty-to-his-role-in-13-million-fraud-upon-north-carolina-medicaid-program/,"U.S. Attorney’s Office, Eastern District of North Carolina"
Final four sentenced in $189M Health Care Fraud Scam,2021-04-22,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/final-four-sentenced-in-189m-health-care-fraud-scam/,"U.S. Attorney’s Office, Southern District of Texas"
Manager of Hospice and Home Health Companies Sentenced to Prison for Role in $150 Million Health Care Fraud Scheme,2021-04-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/manager-of-hospice-and-home-health-companies-sentenced-to-prison-for-role-in-150-million-health-care-fraud-scheme/,"U.S. Attorney’s Office, Department of Justice"
Two Montana nurse practitioners admit telemedicine scheme to defraud Medicare of more than $18 million,2021-04-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/two-montana-nurse-practitioners-admit-telemedicine-scheme-to-defraud-medicare-of-more-than-18-million/,"U.S. Attorney’s Office, District of Montana"
Queens Pharmacy Owner Pleads Guilty to Health Care Fraud,2021-04-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/queens-pharmacy-owner-pleads-guilty-to-health-care-fraud/,"U.S. Attorney's Office, Eastern District of New York"
Comprehensive Pain Specialists And Former Owners Agree To Pay $4.1 Million To Settle Fraud Allegations,2021-04-21,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/comprehensive-pain-specialists-and-former-owners-agree-to-pay-41-million-to-settle-fraud-allegations/,"U.S. Attorney's Office, Middle District of Tennessee"
AG Healey Reaches Settlement With Williamstown Nursing Home for Failure to Adequately Care for Residents,2021-04-21,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ag-healey-reaches-settlement-with-williamstown-nursing-home-for-failure-to-adequately-care-for-residents/,Massachusetts Attorney General
Edgar Santiago Agreed to Be Excluded for 3 Years for Causing the Submission of False Claims and Making False Records,2021-04-20,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/edgar-santiago-agreed-to-be-excluded-for-3-years-for-causing-the-submission-of-false-claims-and-making-false-records/,N/A
Massachusetts Eye and Ear Agrees to Pay $2.6 Million to Resolve False Claims Act Allegations,2021-04-20,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/massachusetts-eye-and-ear-agrees-to-pay-26-million-to-resolve-false-claims-act-allegations/,"U.S. Attorney’s Office, District of Massachusetts"
"Former Waltham Nursing Home Admissions Director Pleads Guilty, Sentenced for Embezzlement Scheme",2021-04-20,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-waltham-nursing-home-admissions-director-pleads-guilty-sentenced-for-embezzlement-scheme/,Massachusetts Attorney General
"Howard County Physician Pays More Than $660,000 to Resolve False Claims Act Allegations of Fraudulent Billing",2021-04-19,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/howard-county-physician-pays-more-than-660000-to-resolve-false-claims-act-allegations-of-fraudulent-billing/,"U.S. Attorney’s Office, District of Maryland"
"Attorney General Josh Stein Announces $60,000 Medicaid Fraud Settlement",2021-04-19,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-josh-stein-announces-60000-medicaid-fraud-settlement/,North Carolina Attorney General
"PRC Associates Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Non-Covered Services",2021-04-16,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/prc-associates-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-non-covered-services/,N/A
Six Individuals Sentenced for Nearly $8 Million Health Care Fraud Involving Northern Virginia Pharmacies,2021-04-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/six-individuals-sentenced-for-nearly-8-million-health-care-fraud-involving-northern-virginia-pharmacies/,"U.S. Attorney’s Office, Eastern District of Virginia"
"Winston-Salem NC Pain Management Company to Pay $789,292.95 to Resolve Allegations of False Claims for Urine Drug Testing",2021-04-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/winston-salem-nc-pain-management-company-to-pay-78929295-to-resolve-allegations-of-false-claims-for-urine-drug-testing/,"U.S. Attorney’s Office, Middle District of North Carolina"
Sandusky physician charged with prescribing medically unnecessary controlled substances and health care fraud,2021-04-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/sandusky-physician-charged-with-prescribing-medically-unnecessary-controlled-substances-and-health-care-fraud/,"U.S. Attorney’s Office, Northern District of Ohio"
